PDB ID	Symmetry group (M - monomer; Dna - dihedral with heterologous interfaces; Dns - dihedral with only isologous interfaces; Ts - tetrahedral with isologous interfaces; Ta - tetrahedral with only heterologous interfaces; O* - 4 different octahedral topologies)	Number of subunits	Number of unique subunits (ie row of the periodic table)	Included in non-redundant set	Year of release	Quaternary structure assignment (C - correct; E - error)	Quaternary structure topology index (complexes with the same index have the same reduced topology)	List of interfaces	List of interface types (all identical subunits are given the same code)	List of interface sizes (Angstroms^2)	List of interface types (I- isologous homomeric; H - heterologous homomeric; T - heteromeric)	Interfaces included in the reduced topology (1 - yes; 0 - no)	
1a6e	D4a	16	2	0	1999	C	13	"A-B,A-F,A-I,B-F,B-G,B-H,B-N,C-D,C-H,C-K,D-E,D-F,D-H,D-P,E-F,E-O,F-J,G-H,G-M,H-L,I-J,I-N,J-N,J-O,J-P,K-L,K-P,L-M,L-N,L-P,M-N,O-P"	"K-F,K-F,K-K,F-F,F-K,F-F,F-F,K-F,K-F,K-K,F-K,F-F,F-F,F-F,K-F,K-K,F-F,K-F,K-K,F-F,K-F,K-F,F-F,F-K,F-F,K-F,K-F,F-K,F-F,F-F,K-F,K-F"	"4496.9,4986.6,1473.7,218.2,4986.6,218.2,1095.6,4496.9,4986.6,1473.7,4986.6,218.2,218.2,1095.6,4496.9,1473.7,1095.6,4496.9,1473.7,1095.6,4496.9,4986.6,218.2,4986.6,218.2,4496.9,4986.6,4986.6,218.2,218.2,4496.9,4496.9"	"T,T,I,H,T,H,I,T,T,I,T,H,H,I,T,I,I,T,I,I,T,T,H,T,H,T,T,T,H,H,T,T"	"1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1"	
1a6f	M	1	1	1	1999	-	-						
1a6g	M	1	1	0	1998	C	-						
1a6i	C2	2	1	0	1999	-	1	A-B	A-A	4561.4	I	1	
1a6k	M	1	1	0	1999	C	-						
1a6l	M	1	1	0	1998	C	-						
1a6m	M	1	1	0	1999	C	-						
1a6n	M	1	1	0	1999	C	-						
1a6p	C2	2	1	0	1998	-	1	A-B	A-A	7630.1	I	1	
1a6q	M	1	1	0	1998	-	-						
1a6r	D3s	6	1	1	1998	C	8	"A-B,A-C,A-D,A-F,B-C,B-E,B-F,C-D,C-E,D-E,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"897.1,897.1,1924.6,8218.9,897.1,8218.9,1924.6,8218.9,1924.6,897.1,897.1,897.1"	"H,H,I,I,H,I,I,I,I,H,H,H"	"0,0,1,1,0,1,1,1,1,0,0,0"	
1a6t	M	2	2	0	1998	-	2	A-B	A-B	3694.2	T	1	
1a6u	M	2	2	0	1998	-	2	A-B	A-B	1668.3	T	1	
1a6v	M	2	2	0	1998	-	2	A-B	A-B	1843.4	T	1	
1a6w	M	2	2	1	1998	-	2	A-B	A-B	1739.7	T	1	
1a6z	M	2	2	1	1999	-	2	A-B	A-B	2530.8	T	1	
1a70	M	1	1	0	1998	-	-						
1a71	C2	2	1	0	1998	C	1	A-B	A-A	3450.5	I	1	
1a72	C2	2	1	0	1998	C	1	A-B	A-A	3300.3	I	1	
1a75	M	1	1	0	1998	-	-						
1a76	M	1	1	0	1999	C	-						
1a77	M	1	1	1	1999	C	-						
1a78	C2	2	1	0	1998	C	1	A-B	A-A	1055.8	I	1	
1a7a	D2	4	1	1	1999	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"6282.2,3568.5,884.7,884.7,3568.5,6282.2"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1a7b	D2	4	1	0	1998	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"7298.5,615.4,543.9,543.9,615.4,7298.5"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1a7c	M	1	1	0	1999	C	-						
1a7d	M	1	1	0	1998	C	-						
1a7e	M	1	1	1	1998	C	-						
1a7g	C2	2	1	0	1999	-	1	A-B	A-A	1869.6	I	1	
1a7h	M	1	1	0	1998	-	-						
1a7j	M	1	1	1	1998	-	-						
1a7k	D2	4	1	0	1998	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"2831.7,1041.7,4096.2,4096.2,1041.7,2831.7"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
1a7l	M	1	1	0	1998	-	-						
1a7n	M	2	2	0	1998	-	2	A-B	A-B	1672.2	T	1	
1a7o	M	2	2	0	1998	-	2	A-B	A-B	1584.1	T	1	
1a7p	M	2	2	0	1998	-	2	A-B	A-B	1696.6	T	1	
1a7q	M	2	2	0	1998	-	2	A-B	A-B	1732.3	T	1	
1a7r	M	2	2	0	1998	-	2	A-B	A-B	1763.1	T	1	
1a7s	M	1	1	0	1999	C	-						
1a7v	M	1	1	1	1998	-	-						
1a7w	C2	2	1	0	1999	-	1	A-B	A-A	3261.5	I	1	
1a80	M	1	1	0	1999	-	-						
1a81	C3	3	1	1	1998	-	6	"A-C,A-E,C-E"	"A-A,A-A,A-A"	"854.4,854.4,854.4"	"H,H,H"	"1,1,1"	
1a82	C2	2	1	0	1999	C	1	A-B	A-A	3028.6	I	1	
1a85	M	1	1	0	1999	C	-						
1a86	M	1	1	0	1999	C	-						
1a87	M	1	1	0	1999	-	-						
1a88	C3	3	1	1	1998	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1474.8,1474.8,1474.8"	"H,H,H"	"1,1,1"	
1a8a	M	1	1	0	1998	C	-						
1a8b	M	1	1	1	1998	C	-						
1a8d	M	1	1	1	1998	-	-						
1a8e	M	1	1	0	1998	-	-						
1a8f	M	1	1	0	1998	-	-						
1a8g	C2	2	1	0	1998	C	1	A-B	A-A	3638.6	I	1	
1a8h	M	1	1	0	1999	-	-						
1a8i	C2	2	1	0	1998	C	1	A-B	A-A	4202.1	I	1	
1a8j	C2	2	1	0	1998	C	1	A-B	A-A	3582.4	I	1	
1a8k	C2	2	1	0	1999	-	1	A-B	A-A	3643.4	I	1	
1a8l	C2	2	1	1	1999	-	1	A-B	A-A	1643.7	I	1	
1a8o	C2	2	1	0	1998	-	1	A-B	A-A	1110.9	I	1	
1a8p	M	1	1	0	1998	-	-						
1a8q	M	1	1	0	1998	E	-						
1a8r	D5a	10	1	0	1999	-	14	"A-B,A-E,A-I,A-J,B-C,B-H,B-I,C-D,C-G,C-H,D-E,D-F,D-G,E-F,E-J,F-G,F-J,G-H,H-I,I-J"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"2495.7,2495.7,4711.3,547.6,2495.7,4711.3,547.6,2495.7,4711.3,547.6,2495.7,4711.3,547.6,547.6,4711.3,2495.7,2495.7,2495.7,2495.7,2495.7"	"H,H,I,I,H,I,I,H,I,I,H,I,I,I,I,H,H,H,H,H"	"1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1"	
1a8s	M	1	1	0	1998	E	-						
1a8t	M	1	1	1	1998	-	-						
1a8v	M	1	1	0	1999	-	-						
1a8y	C2	2	1	0	1999	-	1	A-B	A-A	4201.1	I	1	
1a8z	M	1	1	0	1998	-	-						
1a92	D4s	8	1	1	1999	C	15	"A-B,A-E,A-F,A-G,A-H,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,G-H"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"2515.3,774.0,357.9,433.5,357.9,357.9,433.5,357.9,774.0,2515.3,433.5,357.9,774.0,357.9,357.9,774.0,357.9,433.5,2515.3,2515.3"	"I,I,H,I,H,H,I,H,I,I,I,H,I,H,H,I,H,I,I,I"	"1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1"	
1a94	C2	2	1	0	1999	-	1	A-B	A-A	3669.8	I	1	
1a95	D2	4	1	0	1998	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"2753.1,1768.9,998.2,998.2,1768.9,2753.1"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1a96	D2	4	1	1	1998	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"2695.3,1896.8,987.5,987.5,1896.8,2695.3"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1a97	D2	4	1	0	1998	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"2621.2,1583.0,976.5,976.5,1583.0,2621.2"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1a98	D2	4	1	0	1998	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"2288.2,984.5,1617.4,1617.4,984.5,2288.2"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
1a99	C2	2	1	1	1998	-	1	A-B	A-A	1026.7	I	1	
1a9b	M	2	2	0	1998	-	2	A-B	A-B	2799.3	T	1	
1a9c	D5a	10	1	0	1999	-	14	"A-B,A-E,A-I,A-J,B-C,B-H,B-I,C-D,C-G,C-H,D-E,D-F,D-G,E-F,E-J,F-G,F-J,G-H,H-I,I-J"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"2512.1,2512.1,5119.1,523.7,2512.1,5119.1,523.7,2512.1,5119.1,523.7,2512.1,5119.1,523.7,523.7,5119.1,2512.1,2512.1,2512.1,2512.1,2512.1"	"H,H,I,I,H,I,I,H,I,I,H,I,I,I,I,H,H,H,H,H"	"1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1"	
1a9e	M	2	2	0	1998	-	2	A-B	A-B	2731	T	1	
1a9m	C2	2	1	0	1998	C	1	A-B	A-A	3835.7	I	1	
1a9o	C3	3	1	1	1998	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2298.2,2298.2,2298.2"	"H,H,H"	"1,1,1"	
1a9p	C3	3	1	0	1998	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2392.8,2392.8,2392.8"	"H,H,H"	"1,1,1"	
1a9q	C3	3	1	0	1998	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2356.3,2356.3,2356.3"	"H,H,H"	"1,1,1"	
1a9r	C3	3	1	0	1998	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2319.5,2319.5,2319.5"	"H,H,H"	"1,1,1"	
1a9s	C3	3	1	0	1998	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2444.8,2444.8,2444.8"	"H,H,H"	"1,1,1"	
1a9t	C3	3	1	0	1998	C	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2397.5,2397.5,2397.5"	"H,H,H"	"1,1,1"	
1a9u	M	1	1	0	1999	C	-						
1a9w	C2	4	2	0	1998	-	3	"A-B,A-C,A-D,B-C,C-D"	"A-D,A-A,A-D,D-A,A-D"	"1698.8,764.6,930.8,930.8,1698.8"	"T,I,T,T,T"	"1,0,1,1,1"	
1a9x	D2	8	2	0	1998	C	16	"A-B,A-E,A-G,C-D,C-E,C-G,E-F,G-H"	"A-F,A-A,A-A,A-F,A-A,A-A,A-F,A-F"	"4830.5,1051.0,1174.8,4830.5,1174.8,1051.0,4830.5,4830.5"	"T,I,I,T,I,I,T,T"	"1,1,1,1,1,1,1,1"	
1a9y	C2	2	1	0	1998	C	1	A-B	A-A	1885.2	I	1	
1a9z	C2	2	1	0	1998	C	1	A-B	A-A	1893.5	I	1	
1aa0	C3	3	1	1	1997	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"3788.2,3788.2,3788.2"	"H,H,H"	"1,1,1"	
1aa1	D4a	16	2	0	1997	-	13	"A-B,A-C,A-G,A-H,A-K,A-L,A-M,B-C,B-D,B-H,B-K,C-D,C-E,C-I,C-J,C-K,D-E,D-F,D-I,E-F,E-G,E-I,E-O,E-P,F-G,F-H,F-O,G-H,G-M,G-N,G-O,H-M,I-J,I-K,I-O,I-P,J-K,J-L,J-P,K-L,K-M,L-M,L-N,M-N,M-O,N-O,N-P,O-P"	"K-F,K-K,K-K,K-F,K-K,K-F,K-K,F-K,F-F,F-F,F-K,K-F,K-K,K-K,K-F,K-K,F-K,F-F,F-K,K-F,K-K,K-K,K-K,K-F,F-K,F-F,F-K,K-F,K-K,K-F,K-K,F-K,K-F,K-K,K-K,K-F,F-K,F-F,F-F,K-F,K-K,F-K,F-F,K-F,K-K,F-K,F-F,K-F"	"3799.3,1058.4,1058.4,1994.1,991.4,714.0,7226.6,1994.1,698.6,698.6,714.0,3799.3,1058.4,991.4,714.0,7226.6,1994.1,698.6,714.0,3799.3,1058.4,7226.6,991.4,714.0,1994.1,698.6,714.0,3799.3,991.4,714.0,7226.6,714.0,3799.3,1058.4,1058.4,1994.1,1994.1,698.6,698.6,3799.3,1058.4,1994.1,698.6,3799.3,1058.4,1994.1,698.6,3799.3"	"T,H,H,T,I,T,I,T,H,H,T,T,H,I,T,I,T,H,T,T,H,I,I,T,T,H,T,T,I,T,I,T,T,H,H,T,T,H,H,T,H,T,H,T,H,T,H,T"	"1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1"	
1aa2	M	1	1	0	1998	-	-						
1aa4	M	1	1	0	1997	C	-						
1aa6	M	1	1	0	1997	-	-						
1aa7	C2	2	1	1	1998	-	1	A-B	A-A	2198	I	1	
1aac	M	1	1	0	1996	C	-						
1aaj	M	1	1	0	1993	C	-						
1aal	M	1	1	0	1993	-	-						
1aam	C2	2	1	0	1993	C	1	A-B	A-A	6508.2	I	1	
1aan	M	1	1	0	1993	C	-						
1aap	C2	2	1	1	1991	-	1	A-B	A-A	768.8	I	1	
1aaq	C2	2	1	0	1994	C	1	A-B	A-A	3718.9	I	1	
1aaw	C2	2	1	0	1993	C	1	A-B	A-A	6403.5	I	1	
1aax	M	1	1	0	1998	C	-						
1aaz	M	1	1	1	1993	-	-						
1ab0	C2	2	1	0	1997	E	1	A-B	A-A	1178.9	I	1	
1ab1	M	1	1	0	1997	C	-						
1ab4	C2	2	1	0	1998	-	1	A-B	A-A	3593.8	I	1	
1ab5	M	1	1	0	1998	-	-						
1ab6	M	1	1	0	1998	-	-						
1ab8	C2	2	1	1	1997	-	1	A-B	A-A	3249.1	I	1	
1aba	M	1	1	0	1993	-	-						
1abb	D2	4	1	0	1993	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"5134.4,678.6,1547.3,1547.3,678.6,5134.4"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
1abe	M	1	1	0	1993	C	-						
1abf	M	1	1	0	1993	C	-						
1abo	M	1	1	0	1995	-	-						
1abq	C2	2	1	0	1995	E	1	A-B	A-A	719	I	1	
1abr	M	2	2	1	1995	-	2	A-B	A-B	3565	T	1	
1abs	M	1	1	0	1997	C	-						
1ac4	M	1	1	0	1997	C	-						
1ac5	M	1	1	1	1997	C	-						
1ac6	C2	2	1	1	1998	C	1	A-B	A-A	1229.2	I	1	
1ac8	M	1	1	0	1997	C	-						
1acb	M	2	2	1	1993	-	2	A-B	A-B	1558.3	T	1	
1acc	M	1	1	0	1998	-	-						
1acd	C2	2	1	0	1997	E	1	A-B	A-A	1513.4	I	1	
1acf	M	1	1	0	1994	C	-						
1acj	M	1	1	0	1994	C	-						
1acl	M	1	1	0	1994	C	-						
1acm	D3a	12	2	0	1992	C	17	"A-B,A-E,A-G,A-I,B-D,C-D,C-G,C-I,C-K,E-F,E-I,E-K,F-H,G-H,G-K,I-J,J-L,K-L"	"A-F,A-A,A-A,A-A,F-F,A-F,A-A,A-A,A-A,A-F,A-A,A-A,F-F,A-F,A-A,A-F,F-F,A-F"	"1572.5,2252.7,292.9,2252.7,1639.5,1572.5,2252.7,292.9,2252.7,1572.5,2252.7,292.9,1639.5,1572.5,2252.7,1572.5,1639.5,1572.5"	"T,H,I,H,I,T,H,I,H,T,H,I,I,T,H,T,I,T"	"1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1"	
1aco	M	1	1	0	1993	-	-						
1acx	M	1	1	0	1983	C	-						
1acy	M	2	2	0	1994	-	2	A-B	A-B	3214.1	T	1	
1ad0	M	2	2	0	1998	-	2	A-B	A-B	3511.8	T	1	
1ad1	C2	2	1	1	1998	-	1	A-B	A-A	3000.2	I	1	
1ad2	M	1	1	0	1997	-	-						
1ad3	C2	2	1	1	1997	C	1	A-B	A-A	7963.7	I	1	
1ad4	C2	2	1	0	1998	-	1	A-B	A-A	2968.2	I	1	
1ad5	M	1	1	0	1997	-	-						
1ad6	M	1	1	0	1998	-	-						
1ad8	M	1	1	0	1997	-	-						
1ad9	M	2	2	0	1998	C	2	A-B	A-B	3520.1	T	1	
1adb	C2	2	1	0	1995	C	1	A-B	A-A	3397.1	I	1	
1adc	C2	2	1	0	1995	C	1	A-B	A-A	3380.8	I	1	
1add	M	1	1	0	1994	-	-						
1ade	C2	2	1	0	1996	-	1	A-B	A-A	5563	I	1	
1adf	C2	2	1	0	1994	C	1	A-B	A-A	3356.6	I	1	
1adg	C2	2	1	0	1994	C	1	A-B	A-A	3272.4	I	1	
1adi	C2	2	1	0	1996	-	1	A-B	A-A	5660.4	I	1	
1adj	C2	2	1	0	1997	-	1	A-B	A-A	7573.1	I	1	
1adl	C2	2	1	0	1994	E	1	A-B	A-A	607.7	I	1	
1ado	D2	4	1	0	1997	-	4	"A-B,A-D,B-C,C-D"	"A-A,A-A,A-A,A-A"	"2384.3,2661.2,2661.2,2384.3"	"I,I,I,I"	"1,1,1,1"	
1ads	M	1	1	0	1993	C	-						
1adw	C2	2	1	0	1997	E	1	A-B	A-A	985.9	I	1	
1ady	C2	2	1	0	1997	-	1	A-B	A-A	7542.6	I	1	
1ae1	C2	2	1	0	1998	C	1	A-B	A-A	2895.9	I	1	
1ae2	C2	2	1	0	1997	-	1	A-B	A-A	1866.4	I	1	
1ae3	C2	2	1	0	1997	-	1	A-B	A-A	1851.7	I	1	
1ae5	M	1	1	0	1998	C	-						
1ae7	M	1	1	1	1997	C	-						
1ae8	M	1	1	0	1997	-	-						
1aeb	M	1	1	0	1997	C	-						
1aec	M	1	1	1	1993	C	-						
1aed	M	1	1	0	1997	C	-						
1aee	M	1	1	0	1997	C	-						
1aef	M	1	1	0	1997	C	-						
1aeg	M	1	1	0	1997	C	-						
1aeh	M	1	1	0	1997	C	-						
1aei	D3a	6	1	1	1997	C	9	"A-B,A-C,A-E,B-C,B-D,C-F,D-E,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"1172.0,1172.0,1937.8,1172.0,1937.8,1937.8,1172.0,1172.0,1172.0"	"H,H,I,H,I,I,H,H,H"	"1,1,1,1,1,1,1,1,1"	
1aej	M	1	1	0	1997	C	-						
1aek	M	1	1	0	1997	C	-						
1aem	M	1	1	0	1997	C	-						
1aen	M	1	1	0	1997	C	-						
1aeo	M	1	1	0	1997	C	-						
1aep	M	1	1	1	1994	-	-						
1aeq	M	1	1	0	1997	C	-						
1aes	M	1	1	0	1997	C	-						
1aet	M	1	1	0	1997	C	-						
1aeu	M	1	1	0	1997	C	-						
1aev	M	1	1	0	1997	C	-						
1aew	Os	24	1	0	1997	C	18	"A-F,A-L,A-Q,A-T,A-V,B-H,B-I,B-R,B-S,B-W,C-G,C-K,C-R,C-S,C-X,D-E,D-J,D-Q,D-T,D-U,E-J,E-M,E-P,E-Q,F-L,F-N,F-O,F-T,G-K,G-N,G-O,G-S,H-I,H-M,H-P,H-R,I-P,I-V,I-W,J-M,J-U,J-X,K-N,K-U,K-X,L-O,L-V,L-W,M-R,M-X,N-T,N-U,O-S,O-W,P-Q,P-V,Q-V,R-X,S-W,T-U"	"S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S"	"1304.6,1304.6,1255.4,1255.4,2852.4,1304.6,1304.6,1255.4,1255.4,2852.4,1304.6,1304.6,1255.4,1255.4,2852.4,1304.6,1304.6,1255.4,1255.4,2852.4,1304.6,1255.4,1255.4,2852.4,1304.6,1255.4,1255.4,2852.4,1304.6,1255.4,1255.4,2852.4,1304.6,1255.4,1255.4,2852.4,2852.4,1255.4,1255.4,2852.4,1255.4,1255.4,2852.4,1255.4,1255.4,2852.4,1255.4,1255.4,1304.6,1304.6,1304.6,1304.6,1304.6,1304.6,1304.6,1304.6,1304.6,1304.6,1304.6,1304.6"	"H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,H,H,H,I,I,H,H,I,H,H,I,H,H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H"	"1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1"	
1aex	M	1	1	0	1997	C	-						
1af0	M	1	1	0	1998	-	-						
1af2	C2	2	1	0	1997	-	1	A-B	A-A	4108.2	I	1	
1af3	M	1	1	0	1997	-	-						
1af4	M	1	1	0	1997	C	-						
1af5	C2	2	1	0	1997	-	1	A-B	A-A	1722.4	I	1	
1af6	C3	3	1	0	1998	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"3722.2,3722.2,3722.2"	"H,H,H"	"1,1,1"	
1af7	M	1	1	1	1998	-	-						
1af9	M	1	1	0	1998	-	-						
1afa	C3	3	1	0	1996	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2181.2,2181.2,2181.2"	"H,H,H"	"1,1,1"	
1afb	C3	3	1	0	1996	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2205.3,2205.3,2205.3"	"H,H,H"	"1,1,1"	
1afc	M	1	1	0	1993	-	-						
1afd	C3	3	1	0	1996	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2186.2,2186.2,2186.2"	"H,H,H"	"1,1,1"	
1afe	M	1	1	0	1997	-	-						
1afk	M	1	1	0	1998	-	-						
1afl	M	1	1	0	1998	-	-						
1afr	C2	2	1	0	1997	-	1	A-B	A-A	5757.1	I	1	
1afs	C2	2	1	0	1997	E	1	A-B	A-A	1530.6	I	1	
1afu	M	1	1	0	1998	-	-						
1afw	C2	2	1	1	1997	C	1	A-B	A-A	4890.2	I	1	
1ag0	M	1	1	0	1997	-	-						
1ag1	C2	2	1	0	1997	C	1	A-B	A-A	3100.1	I	1	
1ag6	M	1	1	0	1998	C	-						
1ag8	D2	4	1	0	1997	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"5652.0,2206.2,3083.5,3083.5,2206.2,5652.0"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
1ag9	C2	2	1	1	1997	-	1	A-B	A-A	895.5	I	1	
1agb	M	2	2	0	1997	-	2	A-B	A-B	2552.7	T	1	
1agc	M	2	2	0	1997	-	2	A-B	A-B	2585.7	T	1	
1agd	M	2	2	0	1997	-	2	A-B	A-B	2550.8	T	1	
1age	M	2	2	0	1997	-	2	A-B	A-B	2634.6	T	1	
1agf	M	2	2	0	1997	-	2	A-B	A-B	2587.3	T	1	
1agi	M	1	1	1	1996	C	-						
1agj	M	1	1	0	1997	-	-						
1agm	M	1	1	0	1994	-	-						
1agn	C2	2	1	0	1997	-	1	A-B	A-A	3354.1	I	1	
1agp	C2	2	1	0	1994	E	1	A-B	A-A	1719.2	I	1	
1agr	M	2	2	1	1997	-	2	A-B	A-B	1683.5	T	1	
1agw	M	1	1	0	1998	-	-						
1agx	D2	4	1	1	1994	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"2300.4,4751.6,1970.2,1970.2,4751.6,2300.4"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
1agy	M	1	1	0	1998	-	-						
1ah0	M	1	1	0	1998	C	-						
1ah3	M	1	1	0	1998	C	-						
1ah4	M	1	1	0	1998	C	-						
1ah5	M	1	1	1	1997	-	-						
1ah6	C2	2	1	0	1997	C	1	A-B	A-A	2076.7	I	1	
1ah7	M	1	1	0	1997	-	-						
1ah8	C2	2	1	1	1997	C	1	A-B	A-A	1866	I	1	
1aha	M	1	1	0	1994	C	-						
1ahb	M	1	1	0	1994	C	-						
1ahc	M	1	1	0	1994	C	-						
1ahe	C2	2	1	0	1995	C	1	A-B	A-A	6540.4	I	1	
1ahf	C2	2	1	0	1995	C	1	A-B	A-A	6489.7	I	1	
1ahg	C2	2	1	0	1995	C	1	A-C	A-A	6863.5	I	1	
1ahh	D2	4	1	0	1996	C	4	"A-B,A-D,B-C,C-D"	"A-A,A-A,A-A,A-A"	"3428.2,3774.3,3774.3,3428.2"	"I,I,I,I"	"1,1,1,1"	
1ahi	D2	4	1	1	1996	C	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"3439.9,221.0,3694.9,3694.9,221.0,3439.9"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
1ahj	M	2	2	1	1998	-	2	A-B	A-B	7571.4	T	1	
1ahn	M	1	1	1	1997	C	-						
1aho	M	1	1	0	1997	-	-						
1ahp	C2	2	1	0	1997	C	1	A-B	A-A	4638.2	I	1	
1ahq	M	1	1	0	1997	-	-						
1ahr	M	1	1	0	1997	C	-						
1ahs	C3	3	1	1	1996	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1632.9,1632.9,1632.9"	"H,H,H"	"1,1,1"	
1aht	M	1	1	0	1996	-	-						
1ahu	D4a	8	1	1	1997	C	19	"A-B,A-C,A-D,A-E,B-D,B-E,B-F,C-D,C-G,C-H,D-H,E-F,E-G,F-G,F-H,G-H"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"7499.5,1046.2,579.4,1046.2,1046.2,579.4,1046.2,7499.5,1046.2,579.4,1046.2,7499.5,1046.2,579.4,1046.2,7499.5"	"I,H,I,H,H,I,H,I,H,I,H,I,H,I,H,I"	"1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1"	
